date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2022-10-17,2419.64,2446.7,2435.02,2409.52,13891946.0,0.8,0.03,2365.024,2337.183,2360.653,12888496.4,11597876.5,11430406.95
2022-10-14,2379.83,2453.04,2434.22,2365.14,16788490.0,83.53,3.55,2325.268,2325.986,2366.313,12258605.4,11241942.0,11296633.8
2022-10-13,2324.47,2374.61,2350.69,2318.27,11517029.0,7.39,0.32,2296.218,2312.955,2370.752,10798776.6,10553323.1,11000445.6
2022-10-12,2260.68,2343.5,2343.3,2234.46,12712128.0,81.41,3.6,2292.678,2309.828,2381.758,10474280.0,10331501.4,10979656.3
2022-10-11,2256.34,2273.9,2261.89,2245.47,9532889.0,25.65,1.15,2286.772,2308.65,2391.625,9976300.8,10104772.1,10900017.2
2022-10-10,2294.72,2301.24,2236.24,2230.64,10742491.0,-52.73,-2.3,2309.342,2319.151,2405.44,10307256.6,10125603.8,10945579.5
2022-09-30,2335.54,2339.19,2288.97,2288.19,9489346.0,-44.02,-1.89,2326.704,2330.565,2420.279,10225278.6,10269135.4,10941192.2
2022-09-29,2343.28,2359.12,2332.99,2321.56,9894546.0,19.22,0.83,2329.692,2338.408,2432.523,10307869.6,11083619.2,11043308.3
2022-09-28,2367.48,2367.48,2313.77,2313.77,10222232.0,-60.97,-2.57,2326.978,2347.528,2444.394,10188722.8,11420607.6,11294129.05
2022-09-27,2336.04,2374.74,2374.74,2325.65,11187668.0,51.69,2.23,2330.528,2366.533,2459.313,10233243.4,11370099.0,11361942.0
2022-09-26,2288.23,2358.48,2323.05,2285.64,10332601.0,19.14,0.83,2328.96,2384.122,2472.101,9943951.0,11262937.4,11395387.4
2022-09-23,2320.92,2336.29,2303.91,2275.29,9902301.0,-15.51,-0.67,2334.426,2406.639,2487.963,10312992.2,11351325.6,11540859.15
