Date,Open,High,Low,Close,Adj Close,Volume
2023-03-31,32901.9609375,33291.0,32901.9609375,33274.1484375,33274.1484375,353740000
2023-04-03,33245.78125,33632.8984375,33245.78125,33601.1484375,33601.1484375,311890000
2023-04-04,33594.7890625,33634.71875,33275.62109375,33402.37890625,33402.37890625,283360000
2023-04-05,33394.6015625,33543.83984375,33376.26953125,33482.71875,33482.71875,286660000
2023-04-06,33420.9609375,33525.9609375,33325.37109375,33485.2890625,33485.2890625,258680000
2023-04-10,33425.25,33590.23828125,33343.4296875,33586.51953125,33586.51953125,232920000
2023-04-11,33586.75,33781.2890625,33586.75,33684.7890625,33684.7890625,241430000
2023-04-12,33764.2109375,33895.4296875,33593.3203125,33646.5,33646.5,260300000
2023-04-13,33668.96875,34054.98828125,33605.171875,34029.69140625,34029.69140625,277230000
2023-04-14,33981.7109375,34082.94140625,33730.8515625,33886.46875,33886.46875,276720000
2023-04-17,33930.4609375,33991.23046875,33796.91015625,33987.1796875,33987.1796875,234530000
2023-04-18,33965.16015625,34018.62109375,33791.890625,33976.62890625,33976.62890625,253570000
2023-04-19,33889.828125,33957.98046875,33814.6484375,33897.01171875,33897.01171875,251490000
2023-04-20,33740.6015625,33875.390625,33677.73828125,33786.62109375,33786.62109375,307910000
2023-04-21,33793.6015625,33858.828125,33688.5703125,33808.9609375,33808.9609375,291080000
2023-04-24,33805.0390625,33891.1484375,33726.08984375,33875.3984375,33875.3984375,252020000
2023-04-25,33828.33984375,33875.48828125,33525.390625,33530.828125,33530.828125,297880000
2023-04-26,33596.33984375,33645.828125,33235.8515625,33301.87109375,33301.87109375,321170000
2023-04-27,33381.66015625,33859.75,33374.6484375,33826.16015625,33826.16015625,343240000
2023-04-28,33797.4296875,34104.55859375,33728.3984375,34098.16015625,34098.16015625,354310000
2023-05-01,34116.80859375,34257.828125,34030.140625,34051.69921875,34051.69921875,244190000
2023-05-02,34017.62109375,34017.75,33436.66015625,33684.53125,33684.53125,274460000
2023-05-03,33726.640625,33811.83984375,33396.05078125,33414.23828125,33414.23828125,286900000
2023-05-04,33347.78125,33354.859375,32937.5,33127.73828125,33127.73828125,305160000
2023-05-05,33248.55078125,33748.4296875,33248.55078125,33674.37890625,33674.37890625,316350000
2023-05-08,33715.1484375,33747.48828125,33509.23046875,33618.69140625,33618.69140625,225680000
2023-05-09,33589.8515625,33656.3984375,33509.71875,33561.80859375,33561.80859375,232940000
2023-05-10,33707.19921875,33772.08984375,33239.44921875,33531.328125,33531.328125,271180000
2023-05-11,33383.890625,33389.87890625,33127.69921875,33309.51171875,33309.51171875,298000000
2023-05-12,33370.578125,33406.3984375,33110.609375,33300.62109375,33300.62109375,227570000
2023-05-15,33321.2109375,33400.30078125,33161.9296875,33348.6015625,33348.6015625,224020000
2023-05-16,33275.37109375,33290.8515625,33006.19140625,33012.140625,33012.140625,246680000
2023-05-17,33092.48046875,33472.37890625,33050.41015625,33420.76953125,33420.76953125,307130000
2023-05-18,33374.55859375,33579.91015625,33212.08984375,33535.91015625,33535.91015625,333070000
2023-05-19,33582.94921875,33652.8984375,33336.66015625,33426.62890625,33426.62890625,315210000
2023-05-22,33408.5390625,33512.30078125,33207.8515625,33286.578125,33286.578125,268900000
2023-05-23,33190.6015625,33310.171875,33013.2890625,33055.51171875,33055.51171875,291550000
2023-05-24,33021.76171875,33031.75,32752.439453125,32799.921875,32799.921875,246180000
2023-05-25,32854.26171875,32870.4296875,32586.560546875,32764.650390625,32764.650390625,364670000
2023-05-26,32795.5,33162.05859375,32795.5,33093.33984375,33093.33984375,330290000
2023-05-30,33103.6484375,33132.69921875,32893.96875,33042.78125,33042.78125,322700000
2023-05-31,32948.7109375,32984.828125,32739.73046875,32908.26953125,32908.26953125,689990000
2023-06-01,32929.8515625,33167.75,32704.509765625,33061.5703125,33061.5703125,349460000
2023-06-02,33187.578125,33805.0,33187.578125,33762.76171875,33762.76171875,383590000
2023-06-05,33771.12890625,33804.21875,33552.7890625,33562.859375,33562.859375,367170000
2023-06-06,33547.671875,33631.25,33399.69140625,33573.28125,33573.28125,294070000
2023-06-07,33562.46875,33708.78125,33546.109375,33665.01953125,33665.01953125,347400000
2023-06-08,33656.98046875,33873.80859375,33630.0390625,33833.609375,33833.609375,269160000
2023-06-09,33852.44140625,33975.3203125,33787.16015625,33876.78125,33876.78125,262310000
2023-06-12,33906.80078125,34077.83984375,33878.4609375,34066.328125,34066.328125,308130000
2023-06-13,34111.078125,34310.28125,34107.98046875,34212.12109375,34212.12109375,308790000
2023-06-14,34044.69921875,34151.421875,33783.55078125,33979.328125,33979.328125,354910000
2023-06-15,33945.98046875,34488.98046875,33945.98046875,34408.05859375,34408.05859375,361400000
2023-06-16,34464.01953125,34588.6796875,34285.69140625,34299.12109375,34299.12109375,595230000
2023-06-20,34206.66015625,34206.66015625,33915.9296875,34053.87109375,34053.87109375,334810000
2023-06-21,33990.55859375,34097.9296875,33876.171875,33951.51953125,33951.51953125,323690000
2023-06-22,33900.46875,34003.55859375,33835.390625,33946.7109375,33946.7109375,275600000
2023-06-23,33835.66015625,33835.66015625,33646.48828125,33727.4296875,33727.4296875,379800000
2023-06-26,33730.7890625,33819.48828125,33610.3203125,33714.7109375,33714.7109375,265330000
2023-06-27,33739.03125,33975.6484375,33730.390625,33926.73828125,33926.73828125,293210000
2023-06-28,33881.37890625,33903.76171875,33755.921875,33852.66015625,33852.66015625,268050000
2023-06-29,33854.5703125,34147.6796875,33828.62890625,34122.421875,34122.421875,279940000
2023-06-30,34269.921875,34467.3515625,34269.921875,34407.6015625,34407.6015625,351060000
