date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2023-02-06,3244.7,3250.35,3238.7,3226.21,2670531.0,-24.71,-0.76,3265.674,3255.143,3209.905,3066962.8,2825193.38,2683375.33
2023-02-03,3275.66,3275.66,3263.41,3235.35,2933428.25,-22.26,-0.68,3271.798,3254.032,3202.433,3239508.25,2864889.83,2658621.45
2023-02-02,3291.78,3295.76,3285.67,3272.41,3334131.25,0.75,0.02,3272.078,3247.222,3192.948,3199260.95,2791773.9,2619735.38
2023-02-01,3262.2,3284.92,3284.92,3245.41,3395094.0,29.25,0.9,3263.0,3235.0,3183.034,2985364.75,2675032.08,2565305.89
2023-01-31,3266.14,3277.25,3255.67,3252.01,3001629.5,-13.65,-0.42,3250.898,3222.692,3173.567,2730565.4,2573265.55,2506660.35
2023-01-30,3308.87,3310.49,3269.32,3266.76,3533258.25,4.51,0.14,3244.612,3214.076,3164.061,2583423.95,2506086.78,2459830.82
2023-01-20,3247.2,3267.06,3264.81,3247.2,2732191.75,24.53,0.76,3236.266,3204.752,3152.889,2490271.4,2410876.18,2379178.06
2023-01-19,3221.52,3240.28,3240.28,3210.38,2264650.25,15.87,0.49,3222.366,3194.035,3142.37,2384286.85,2395037.25,2354388.23
2023-01-18,3227.59,3234.82,3224.41,3220.37,2121097.25,0.17,0.01,3207.0,3185.529,3133.776,2364699.4,2425575.25,2335689.68
2023-01-17,3229.44,3231.26,3224.24,3211.76,2265922.25,-3.35,-0.1,3194.486,3175.44,3126.244,2415965.7,2486779.15,2339053.21
2023-01-16,3198.52,3251.37,3227.59,3197.32,3067495.5,32.28,1.01,3183.54,3164.667,3120.388,2428749.6,2541557.28,2365013.87
2023-01-13,3170.35,3195.31,3195.31,3167.51,2202269.0,31.86,1.01,3173.238,3150.834,3117.402,2331480.95,2452353.08,2341524.99
2023-01-12,3167.27,3171.59,3163.45,3153.4,2166713.0,1.61,0.05,3165.704,3138.673,3116.069,2405787.65,2447696.85,2352923.21
2023-01-11,3172.38,3184.76,3161.84,3160.89,2377428.75,-7.67,-0.24,3164.058,3131.068,3116.723,2486451.1,2455579.7,2377399.34
2023-01-10,3178.02,3178.16,3169.51,3165.14,2329841.75,-6.57,-0.21,3156.394,3124.441,3117.447,2557592.6,2440055.15,2401438.51
2023-01-09,3169.37,3183.58,3176.08,3165.43,2581152.25,18.44,0.58,3145.794,3114.046,3117.924,2654364.95,2413574.86,2451637.32
2023-01-06,3155.07,3170.74,3157.64,3151.84,2573802.5,2.42,0.08,3128.43,3101.025,3119.467,2573225.2,2347479.94,2509251.31
2023-01-05,3132.76,3159.43,3155.22,3130.23,2570030.25,31.7,1.01,3111.642,3090.704,3121.453,2489606.05,2313739.21,2541045.83
2023-01-04,3117.57,3129.09,3123.52,3109.45,2733136.25,7.01,0.23,3098.078,3082.023,3123.673,2424708.3,2245804.11,2589600.86
2023-01-03,3087.51,3119.86,3116.51,3073.05,2813703.5,27.25,0.88,3092.488,3077.048,3128.123,2322517.7,2191327.26,2639739.19
2022-12-30,3084.52,3096.31,3089.26,3082.2,2175453.5,15.56,0.51,3082.298,3076.109,3132.888,2172784.78,2188470.46,2722753.24
2022-12-29,3076.73,3086.0,3073.7,3064.46,2155706.75,-13.7,-0.44,3073.62,3083.969,3136.232,2121734.68,2230696.91,2767886.81
2022-12-28,3088.62,3098.65,3087.4,3079.43,2245541.5,-8.17,-0.26,3069.766,3093.464,3140.821,2137872.38,2258149.56,2853607.99
2022-12-27,3077.75,3098.08,3095.57,3074.31,2222183.25,30.01,0.98,3065.968,3102.377,3144.018,2066899.93,2299218.99,2927690.08
2022-12-26,3048.2,3071.84,3065.56,3047.35,2065038.88,19.69,0.65,3061.608,3110.453,3146.727,2060136.83,2362821.86,3012305.79
2022-12-23,3038.84,3061.87,3045.87,3031.54,1920203.0,-8.56,-0.28,3069.92,3121.801,3147.376,2204156.15,2489699.78,3061959.49
