date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2022-12-05,11292.34,11338.86,11323.34,11250.62,489374880.0,103.55,0.92,11200.96,11067.057,11107.691,472009529.6,432020851.2,448887900.8
2022-12-02,11238.44,11312.32,11219.79,11206.78,428852032.0,-44.37,-0.39,11102.108,11048.17,11101.91,449210867.2,425135811.2,447175979.2
2022-12-01,11282.46,11350.48,11264.16,11262.81,494705792.0,155.66,1.4,11039.004,11044.234,11100.292,437232563.2,431472771.2,449039235.2
2022-11-30,11071.31,11140.5,11108.5,11044.03,477400256.0,19.49,0.18,10977.508,11039.963,11079.087,413543968.0,425884464.0,444350179.2
2022-11-29,10891.72,11112.73,11089.01,10888.54,469714688.0,259.93,2.4,10950.37,11052.669,11067.538,399223852.8,424763177.6,443800974.4
2022-11-28,10708.56,10833.27,10829.08,10657.89,375381568.0,-75.19,-0.69,10933.154,11078.901,11049.8,392032172.8,428158835.2,441563510.4
2022-11-25,10928.15,10962.14,10904.27,10881.08,368960512.0,-52.41,-0.48,10994.232,11107.339,11028.198,401060755.2,442445452.8,442545444.8
2022-11-24,11019.47,11061.35,10956.68,10927.85,376262816.0,-16.13,-0.15,11049.464,11130.889,11003.076,425712979.2,465376825.6,446102753.6
2022-11-23,10971.0,11025.48,10972.81,10842.59,405799680.0,-30.12,-0.27,11102.418,11126.076,10992.749,438224960.0,470390016.0,448618067.2
2022-11-22,11113.32,11152.0,11002.93,10960.88,433756288.0,-131.54,-1.18,11154.968,11134.324,10985.025,450302502.4,469179427.2,450248729.6
2022-11-21,11086.69,11137.63,11134.47,11014.96,420524480.0,-45.96,-0.41,11224.648,11148.324,10966.87,464285497.6,465754950.4,448157478.4
2022-11-18,11229.11,11310.22,11180.43,11171.19,492221632.0,-41.02,-0.37,11220.446,11155.65,10944.877,483830150.4,469216147.2,447492484.8
2022-11-17,11199.62,11221.45,11221.45,11077.6,438822720.0,-14.11,-0.13,11212.314,11156.35,10931.804,505040672.0,466605699.2,440072910.4
2022-11-16,11336.07,11385.87,11235.56,11220.33,466187392.0,-115.77,-1.02,11149.734,11118.211,10918.998,502555072.0,462815894.4,436899110.4
2022-11-15,11100.23,11351.33,11351.33,11069.15,503671264.0,237.87,2.14,11113.68,11082.406,10908.582,488056352.0,462838771.2,431868916.8
2022-11-14,11177.07,11260.86,11113.46,11067.89,518247744.0,-26.31,-0.24,11072.0,11020.698,10900.4,467224403.2,454968185.6,426092601.6
2022-11-11,11217.11,11272.16,11139.77,11085.93,598274240.0,231.22,2.12,11090.854,10949.056,10902.84,454602144.0,442645436.8,419304620.8
2022-11-10,10964.94,10979.71,10908.55,10848.48,426394720.0,-146.74,-1.33,11100.386,10875.263,10901.938,428170726.4,426828681.6,408907982.4
2022-11-09,11149.37,11185.51,11055.29,11049.33,393693792.0,-87.64,-0.79,11086.688,10859.422,10897.394,423076716.8,426846118.4,405211204.8
2022-11-08,11202.44,11212.54,11142.93,11055.08,399511520.0,-64.8,-0.58,11051.132,10835.726,10886.553,437621190.4,431318032.0,402883286.4
2022-11-07,11184.16,11272.8,11207.73,11127.25,455136448.0,20.3,0.18,10969.396,10785.415,10858.297,442711968.0,430560006.4,396772086.4
2022-11-04,10848.3,11226.21,11187.43,10848.3,466117152.0,347.37,3.21,10807.258,10734.103,10824.017,430688729.6,425768822.4,388922803.2
2022-11-03,10766.22,10877.74,10840.06,10754.29,400924672.0,-37.45,-0.34,10650.14,10707.257,10803.576,425486636.8,413540121.6,379778102.4
2022-11-02,10704.25,10951.45,10877.51,10687.21,466416160.0,143.26,1.33,10632.156,10719.784,10807.545,430615520.0,410982326.4,375457102.4
2022-11-01,10420.95,10734.25,10734.25,10395.56,424965408.0,337.21,3.24,10620.32,10734.757,10808.654,425014873.6,400899062.4,368334912.0
2022-10-31,10304.2,10518.39,10397.04,10301.71,395020256.0,-4.8,-0.05,10601.434,10780.102,10830.698,418408044.8,397217017.6,363132486.4
2022-10-28,10659.7,10698.69,10401.84,10368.91,440106688.0,-348.3,-3.24,10660.948,10856.624,10858.974,420848915.2,395963804.8,359741886.4
2022-10-27,10843.34,10886.1,10750.14,10750.14,426569088.0,-68.19,-0.63,10764.374,10928.612,10889.202,401593606.4,390987283.2,354782806.4
2022-10-26,10664.43,10928.45,10818.33,10657.02,438412928.0,178.51,1.68,10807.412,10935.365,10907.417,391349132.8,383576291.2,349535710.4
2022-10-25,10644.67,10760.67,10639.82,10510.91,391931264.0,-54.79,-0.51,10849.194,10937.38,10926.926,376783251.2,374448540.8,344310460.8
2022-10-24,10908.74,11043.03,10694.61,10635.35,407224608.0,-224.36,-2.06,10958.77,10931.179,10959.131,376025990.4,362984166.4,340738484.8
2022-10-21,10955.84,11000.39,10918.97,10875.18,343830144.0,-46.36,-0.42,11052.3,10913.93,10984.752,371078694.4,352076784.0,336857003.2
2022-10-20,10948.43,11126.16,10965.33,10832.09,375346720.0,-61.91,-0.56,11092.85,10899.894,11001.879,380380960.0,346016083.2,339298516.8
2022-10-19,11154.13,11197.15,11027.24,11027.24,365583520.0,-160.46,-1.43,11063.318,10895.305,11029.96,375803449.6,339931878.4,342682684.8
2022-10-18,11223.15,11270.48,11187.7,11135.47,388144960.0,25.44,0.23,11025.566,10882.551,11067.337,372113830.4,335770761.6,342169904.0
2022-10-17,11059.23,11173.39,11162.26,11041.58,382488128.0,40.54,0.36,10903.588,10881.293,11104.126,349942342.4,329047955.2,341014593.6
2022-10-14,10914.18,11177.23,11121.72,10890.19,390341472.0,304.05,2.81,10775.56,10861.323,11139.902,333074873.6,323519968.0,340671068.8
2022-10-13,10762.67,10923.92,10817.67,10737.3,352459168.0,-20.81,-0.19,10706.938,10849.792,11171.162,311651206.4,318578329.6,340906393.6
2022-10-12,10568.01,10838.63,10838.48,10402.06,347135424.0,260.67,2.46,10727.292,10879.468,11222.733,304060307.2,315495129.6,344154129.6
2022-10-11,10555.06,10617.92,10577.81,10487.66,277287520.0,55.69,0.53,10739.536,10916.471,11270.799,299427692.8,314172380.8,346927067.2
2022-10-10,10788.69,10801.34,10522.12,10500.77,298150784.0,-256.49,-2.38,10858.998,10987.082,11325.843,308153568.0,318492803.2,351329953.6
2022-09-30,10925.01,10962.22,10778.61,10777.91,283223136.0,-140.83,-1.29,10947.086,11055.574,11384.857,313965062.4,321637222.4,354986496.0
2022-09-29,11023.83,11045.98,10919.44,10864.49,314504672.0,19.74,0.18,10992.646,11103.863,11431.546,325505452.8,332580950.4,360485209.6
2022-09-28,11136.18,11136.18,10899.7,10899.7,323972352.0,-275.42,-2.46,11031.644,11164.615,11476.363,326929952.0,345433491.2,367751769.6
2022-09-27,10999.1,11175.12,11175.12,10959.82,320916896.0,212.56,1.94,11093.406,11252.123,11529.918,328917068.8,348569046.4,372025809.6
